State_abbrev,FIPS,ANSICODE,County,lat,long                                                                                                               
MO,29207,758556,Stoddard County,36.851557,-89.947481
MO,29209,758557,Stone County,36.751004,-93.473701
MO,29211,758558,Sullivan County,40.209587,-93.109783
MO,29213,758559,Taney County,36.649827,-93.042819
MO,29215,758560,Texas County,37.314257,-91.964478
MO,29217,758561,Vernon County,37.850196,-94.341597
MO,29219,758562,Warren County,38.761902,-91.159306
MO,29221,758563,Washington County,37.942611,-90.897018
MO,29223,758564,Wayne County,37.111106,-90.453801
MO,29225,758565,Webster County,37.280804,-92.87608
MO,29227,758566,Worth County,40.480192,-94.418748
MO,29229,758567,Wright County,37.267636,-92.48001
MO,29510,767557,St. Louis city,38.635699,-90.244582
MT,30001,1719627,Beaverhead County,45.133863,-112.892869
MT,30003,1716521,Big Horn County,45.407869,-107.518163
MT,30005,1722470,Blaine County,48.428282,-108.967648
MT,30007,1719625,Broadwater County,46.329849,-111.497873
MT,30009,1720111,Carbon County,45.224468,-109.028554
MT,30011,1688746,Carter County,45.516825,-104.515324
MT,30013,1719622,Cascade County,47.316443,-111.350571
MT,30015,1719619,Chouteau County,47.886834,-110.4362
MT,30017,1720109,Custer County,46.261414,-105.550352
MT,30019,1637566,Daniels County,48.794429,-105.541739
MT,30021,1715632,Dawson County,47.26613,-104.898271
MT,30023,1719617,Deer Lodge County,46.094672,-113.141624
MT,30025,1688745,Fallon County,46.318184,-104.405718
MT,30027,1719614,Fergus County,47.225221,-109.232138
MT,30029,1719611,Flathead County,48.314678,-114.054295
MT,30031,1720053,Gallatin County,45.518054,-111.163921
MT,30033,1716058,Garfield County,47.280033,-106.986706
MT,30035,1719607,Glacier County,48.705671,-112.990502
MT,30037,1723078,Golden Valley County,46.380624,-109.174586
MT,30039,1719605,Granite County,46.395955,-113.427356
MT,30041,1720048,Hill County,48.631959,-110.106321
MT,30043,1720045,Jefferson County,46.124232,-112.059428
MT,30045,1719602,Judith Basin County,47.032558,-110.30532
MT,30047,1796943,Lake County,47.642901,-114.083687
MT,30049,793926,Lewis and Clark County,47.122105,-112.38289
MT,30051,1720036,Liberty County,48.559654,-111.036924
MT,30053,1720038,Lincoln County,48.552385,-115.463185
MT,30055,1716270,McCone County,47.629628,-105.757222
MT,30057,1720033,Madison County,45.32529,-111.91379
MT,30059,1719600,Meagher County,46.5857,-110.92174
MT,30061,1720030,Mineral County,47.154863,-115.064639
MT,30063,1719596,Missoula County,47.027263,-113.892691
MT,30065,1719593,Musselshell County,46.505281,-108.439763
MT,30067,1720027,Park County,45.421429,-110.53276
MT,30069,1719590,Petroleum County,47.141917,-108.226575
MT,30071,1720023,Phillips County,48.250143,-107.928897
MT,30073,1719587,Pondera County,48.228604,-112.220761
MT,30075,1719584,Powder River County,45.408926,-105.555344
MT,30077,1720021,Powell County,46.844225,-112.9311
MT,30079,1715847,Prairie County,46.812384,-105.503994
MT,30081,1719582,Ravalli County,46.077744,-114.105795
MT,30083,1715338,Richland County,47.785633,-104.563408
MT,30085,1669428,Roosevelt County,48.282747,-104.99517
MT,30087,1716795,Rosebud County,46.173233,-106.666746
MT,30089,1719578,Sanders County,47.756497,-115.180306
MT,30091,1677577,Sheridan County,48.705523,-104.533913
MT,30093,1719575,Silver Bow County,45.896232,-112.660071
MT,30095,1719572,Stillwater County,45.658577,-109.381702
MT,30097,1719569,Sweet Grass County,45.811292,-109.944796
MT,30099,1720018,Teton County,47.819035,-112.281725
MT,30101,1719566,Toole County,48.645125,-111.733472
MT,30103,1719563,Treasure County,46.209558,-107.280369
MT,30105,1678923,Valley County,48.34985,-106.670424
MT,30107,1719560,Wheatland County,46.497047,-109.857147
MT,30109,1696629,Wibaux County,46.962966,-104.274518
MT,30111,1719558,Yellowstone County,45.936987,-108.276656
NE,31001,835823,Adams County,40.520632,-98.500044
NE,31003,835824,Antelope County,42.183225,-98.058037
NE,31005,835825,Arthur County,41.571944,-101.695898
NE,31007,835826,Banner County,41.53975,-103.726263
NE,31009,835827,Blaine County,41.92523,-99.990771
NE,31011,835828,Boone County,41.703934,-98.070476
NE,31013,835991,Box Butte County,42.21038,-103.081779
NE,31015,835829,Boyd County,42.894448,-98.773022
NE,31017,835830,Brown County,42.359562,-99.92392
NE,31019,835831,Buffalo County,40.855226,-99.074983
NE,31021,835832,Burt County,41.854179,-96.337746
NE,31023,835833,Butler County,41.226072,-97.132039
NE,31025,835834,Cass County,40.909878,-96.140609
NE,31027,835835,Cedar County,42.60456,-97.25687
NE,31029,835836,Chase County,40.53039,-101.694192
NE,31031,835837,Cherry County,42.571323,-101.047653
NE,31033,835838,Cheyenne County,41.214236,-103.011929
NE,31035,835839,Clay County,40.523669,-98.05105
NE,31037,835840,Colfax County,41.57496,-97.088945
NE,31039,835841,Cuming County,41.915865,-96.788517
NE,31041,835842,Custer County,41.393893,-99.726866
NE,31043,835843,Dakota County,42.391645,-96.561356
NE,31045,835844,Dawes County,42.711214,-103.134872
NE,31047,835845,Dawson County,40.867378,-99.815154
NE,31049,835846,Deuel County,41.111903,-102.332609
NE,31051,835847,Dixon County,42.48528,-96.855862
NE,31053,835848,Dodge County,41.577008,-96.645853
NE,31055,835849,Douglas County,41.297091,-96.154066
NE,31057,835850,Dundy County,40.180165,-101.681133
NE,31059,835851,Fillmore County,40.52504,-97.596705
NE,31061,835852,Franklin County,40.183203,-98.96208
NE,31063,835853,Frontier County,40.530947,-100.406683
NE,31065,835854,Furnas County,40.191865,-99.909663
NE,31067,835855,Gage County,40.255234,-96.683453
NE,31069,835856,Garden County,41.633364,-102.302985
NE,31071,835857,Garfield County,41.906868,-98.951231
NE,31073,835858,Gosper County,40.509095,-99.823206
NE,31075,835859,Grant County,41.913957,-101.755965
NE,31077,835860,Greeley County,41.567571,-98.530565
NE,31079,835861,Hall County,40.866027,-98.502664
NE,31081,835862,Hamilton County,40.872817,-98.022329
NE,31083,835863,Harlan County,40.178766,-99.403418
NE,31085,835864,Hayes County,40.537234,-101.047963
NE,31087,835865,Hitchcock County,40.176896,-101.044217
NE,31089,835866,Holt County,42.459287,-98.784766
NE,31091,835867,Hooker County,41.920317,-101.117324
NE,31093,835868,Howard County,41.216851,-98.513342
NE,31095,835869,Jefferson County,40.175736,-97.143103
NE,31097,835870,Johnson County,40.39501,-96.265367
NE,31099,835871,Kearney County,40.50912,-98.947602
NE,31101,835872,Keith County,41.194245,-101.644449
NE,31103,835873,Keya Paha County,42.87548,-99.718351
NE,31105,835874,Kimball County,41.199274,-103.703153
NE,31107,835875,Knox County,42.634404,-97.891349
NE,31109,835876,Lancaster County,40.783547,-96.688658
NE,31111,835877,Lincoln County,41.050322,-100.744481
NE,31113,835878,Logan County,41.542155,-100.443665
NE,31115,835879,Loup County,41.897665,-99.509776
NE,31117,835881,McPherson County,41.648414,-101.120851
NE,31119,835880,Madison County,41.909929,-97.606856
NE,31121,835882,Merrick County,41.169801,-98.031051
NE,31123,835883,Morrill County,41.732204,-102.990594
NE,31125,835884,Nance County,41.402385,-97.991408
NE,31127,835885,Nemaha County,40.385236,-95.853056
NE,31129,835886,Nuckolls County,40.176492,-98.046842
NE,31131,835887,Otoe County,40.637992,-96.131027
NE,31133,835888,Pawnee County,40.13785,-96.245225
NE,31135,835889,Perkins County,40.857646,-101.627468
NE,31137,835890,Phelps County,40.516365,-99.406557
NE,31139,835891,Pierce County,42.271413,-97.610992
NE,31141,835892,Platte County,41.576866,-97.513467
NE,31143,835893,Polk County,41.187925,-97.570663
NE,31145,835894,Red Willow County,40.16942,-100.468576
NE,31147,835895,Richardson County,40.123743,-95.718603
NE,31149,835896,Rock County,42.394749,-99.420851
NE,31151,835897,Saline County,40.516802,-97.131755
NE,31153,835898,Sarpy County,41.115064,-96.109125
NE,31155,835899,Saunders County,41.223152,-96.640923
NE,31157,835900,Scotts Bluff County,41.850331,-103.701549
NE,31159,835901,Seward County,40.871944,-97.140383
NE,31161,835902,Sheridan County,42.512289,-102.36828
NE,31163,835903,Sherman County,41.218743,-98.972849
NE,31165,835904,Sioux County,42.470612,-103.732111
NE,31167,835905,Stanton County,41.905045,-97.177109
NE,31169,835906,Thayer County,40.173845,-97.596263
NE,31171,835907,Thomas County,41.84862,-100.506911
NE,31173,835908,Thurston County,42.154061,-96.533943
NE,31175,835909,Valley County,41.564094,-98.983484
NE,31177,835910,Washington County,41.533973,-96.224577
NE,31179,835911,Wayne County,42.210746,-97.126243
NE,31181,835912,Webster County,40.180646,-98.49859
NE,31183,835913,Wheeler County,41.922578,-98.520851
NE,31185,835914,York County,40.873056,-97.596742
NV,32001,858638,Churchill County,39.53771,-118.264165
NV,32003,863600,Clark County,36.214257,-115.013812
NV,32005,858643,Douglas County,38.905129,-119.609019
NV,32007,857664,Elko County,41.141133,-115.351424
NV,32009,858641,Esmeralda County,37.778966,-117.632382
NV,32011,858640,Eureka County,39.977788,-116.272208
NV,32013,863310,Humboldt County,41.407914,-118.127591
NV,32015,863368,Lander County,39.90021,-117.04724
NV,32017,863992,Lincoln County,37.634605,-114.863037
NV,32019,858645,Lyon County,39.022213,-119.197425
NV,32021,858644,Mineral County,38.516647,-118.416279
NV,32023,863599,Nye County,37.965864,-116.459011
NV,32027,858646,Pershing County,40.439639,-118.409477
NV,32029,858642,Storey County,39.438385,-119.524646
NV,32031,858608,Washoe County,40.734015,-119.662272
NV,32033,858615,White Pine County,39.418234,-114.900605
NV,32510,863219,Carson City,39.15306,-119.747379
NH,33001,873174,Belknap County,43.519109,-71.425366
NH,33003,873175,Carroll County,43.867774,-71.20156
NH,33005,873176,Cheshire County,42.925455,-72.248217
NH,33007,873177,Coos County,44.652548,-71.289431
NH,33009,873178,Grafton County,43.926439,-71.842422
NH,33011,873179,Hillsborough County,42.911532,-71.723055
NH,33013,873180,Merrimack County,43.299579,-71.680041
NH,33015,873181,Rockingham County,42.988599,-71.099072
NH,33017,873182,Strafford County,43.293272,-71.035589
NH,33019,873183,Sullivan County,43.361188,-72.222084
NJ,34001,882270,Atlantic County,39.469354,-74.633758
NJ,34003,882271,Bergen County,40.959698,-74.074727
NJ,34005,882272,Burlington County,39.875786,-74.663006
NJ,34007,882273,Camden County,39.802352,-74.961251
NJ,34009,882274,Cape May County,39.086142,-74.847716
NJ,34011,882275,Cumberland County,39.328434,-75.121628
NJ,34013,882276,Essex County,40.7874,-74.246292
NJ,34015,882277,Gloucester County,39.722875,-75.145679
NJ,34017,882278,Hudson County,40.731375,-74.078601
NJ,34019,882228,Hunterdon County,40.565283,-74.911969
NJ,34021,882229,Mercer County,40.282503,-74.703724
NJ,34023,882230,Middlesex County,40.439621,-74.40743
NJ,34025,882910,Monmouth County,40.287048,-74.152446
NJ,34027,882231,Morris County,40.858896,-74.547292
NJ,34029,882279,Ocean County,39.865669,-74.258864
NJ,34031,882232,Passaic County,41.03789,-74.29828
NJ,34033,882233,Salem County,39.573828,-75.357356
NJ,34035,882234,Somerset County,40.565527,-74.619938
NJ,34037,882236,Sussex County,41.137461,-74.691914
NJ,34039,882235,Union County,40.659871,-74.308696
NJ,34041,882237,Warren County,40.853491,-75.009498
NM,35001,1702363,Bernalillo County,35.054002,-106.669064
NM,35003,929108,Catron County,33.901858,-108.392088
NM,35005,1702364,Chaves County,33.361604,-104.469837
NM,35006,933051,Cibola County,34.93205,-108.000374
NM,35007,929117,Colfax County,36.612964,-104.64011
NM,35009,933053,Curry County,34.572984,-103.346055
NM,35011,933054,De Baca County,34.359273,-104.368696
NM,35013,929109,Doña Ana County,32.34992,-106.834969
NM,35015,936829,Eddy County,32.457835,-104.306434
NM,35017,915980,Grant County,32.732087,-108.381504
NM,35019,929111,Guadalupe County,34.869782,-104.784968
NM,35021,933055,Harding County,35.85958,-103.851495
NM,35023,929106,Hidalgo County,31.898052,-108.751929
NM,35025,1702365,Lea County,32.795687,-103.413271
NM,35027,929116,Lincoln County,33.740841,-105.449805
NM,35028,1702366,Los Alamos County,35.870047,-106.307968
NM,35029,933057,Luna County,32.184523,-107.747191
NM,35031,929107,McKinley County,35.583878,-108.253266
NM,35033,1702367,Mora County,35.982841,-104.921898
NM,35035,929104,Otero County,32.588776,-105.78098
NM,35037,929110,Quay County,35.107018,-103.548071
NM,35039,1702368,Rio Arriba County,36.509669,-106.693983
NM,35041,1702369,Roosevelt County,34.021207,-103.483004
NM,35043,929113,Sandoval County,35.685091,-106.883119
NM,35045,936844,San Juan County,36.511624,-108.324578
NM,35047,929114,San Miguel County,35.476859,-104.803519
NM,35049,933322,Santa Fe County,35.514324,-105.965771
NM,35051,1702370,Sierra County,33.119468,-107.188161
NM,35053,1702371,Socorro County,33.991658,-106.939136
NM,35055,933056,Taos County,36.576529,-105.637986
NM,35057,929112,Torrance County,34.554977,-105.890553
NM,35059,929115,Union County,36.488085,-103.475723
NM,35061,933052,Valencia County,34.71684,-106.806582
NY,36001,974099,Albany County,42.58824,-73.97401
NY,36003,974100,Allegany County,42.247853,-78.026153
NY,36005,974101,Bronx County,40.848711,-73.852939
NY,36007,974102,Broome County,42.161977,-75.830283
NY,36009,974103,Cattaraugus County,42.239099,-78.662332
NY,36011,974104,Cayuga County,43.008546,-76.574587
NY,36013,974105,Chautauqua County,42.304216,-79.407595
NY,36015,974106,Chemung County,42.15528,-76.747179
NY,36017,974107,Chenango County,42.478024,-75.602241
NY,36019,974108,Clinton County,44.752712,-73.705643
NY,36021,974109,Columbia County,42.247729,-73.626806
NY,36023,974110,Cortland County,42.594039,-76.07624
NY,36025,974111,Delaware County,42.193986,-74.966728
NY,36027,974112,Dutchess County,41.75477,-73.740041
NY,36029,974113,Erie County,42.752759,-78.778192
NY,36031,974114,Essex County,44.109601,-73.778431
NY,36033,974115,Franklin County,44.594376,-74.31067
NY,36035,974116,Fulton County,43.115609,-74.423678
NY,36037,974117,Genesee County,43.00091,-78.192778
NY,36039,974118,Greene County,42.28697,-74.149542
NY,36041,974119,Hamilton County,43.657879,-74.502456
NY,36043,974120,Herkimer County,43.407489,-75.011683
NY,36045,974121,Jefferson County,43.996389,-76.052968
NY,36047,974122,Kings County,40.635045,-73.95064
NY,36049,974123,Lewis County,43.782681,-75.44414
NY,36051,974124,Livingston County,42.727485,-77.769779
NY,36053,974125,Madison County,42.910026,-75.663575
NY,36055,974126,Monroe County,43.464475,-77.664656
NY,36057,974127,Montgomery County,42.900891,-74.435357
NY,36059,974128,Nassau County,40.729612,-73.589414
NY,36061,974129,New York County,40.776642,-73.970187
NY,36063,974130,Niagara County,43.456731,-78.792142
NY,36065,974131,Oneida County,43.242727,-75.434282
NY,36067,974132,Onondaga County,43.006516,-76.196134
NY,36069,974133,Ontario County,42.856357,-77.303497
NY,36071,974134,Orange County,41.40241,-74.306252
NY,36073,974135,Orleans County,43.502287,-78.229726
NY,36075,974136,Oswego County,43.461443,-76.209262
NY,36077,974137,Otsego County,42.629776,-75.028841
NY,36079,974138,Putnam County,41.427904,-73.743882
NY,36081,974139,Queens County,40.658566,-73.838017
NY,36083,974140,Rensselaer County,42.710421,-73.513845
NY,36085,974141,Richmond County,40.561263,-74.1399
NY,36087,974142,Rockland County,41.154627,-74.024662
NY,36089,977309,St. Lawrence County,44.488112,-75.074311
NY,36091,974143,Saratoga County,43.106135,-73.855387
NY,36093,974144,Schenectady County,42.817552,-74.043559
NY,36095,974145,Schoharie County,42.591294,-74.438172
NY,36097,974146,Schuyler County,42.419776,-76.938603
NY,36099,974147,Seneca County,42.782294,-76.827088
NY,36101,974148,Steuben County,42.266725,-77.385525
NY,36103,974149,Suffolk County,40.943554,-72.692218
NY,36105,974150,Sullivan County,41.719993,-74.771577
NY,36107,974151,Tioga County,42.178057,-76.297456
NY,36109,974152,Tompkins County,42.453006,-76.473483
NY,36111,974153,Ulster County,41.947212,-74.265458
NY,36113,974154,Warren County,43.555105,-73.838139
NY,36115,974155,Washington County,43.312377,-73.439428
NY,36117,974156,Wayne County,43.458758,-77.063164
NY,36119,974157,Westchester County,41.15277,-73.745912
NY,36121,974158,Wyoming County,42.701363,-78.228567
NY,36123,974159,Yates County,42.638237,-77.104324
NC,37001,1008531,Alamance County,36.043954,-79.400573
NC,37003,1008532,Alexander County,35.920951,-81.177467
NC,37005,1008533,Alleghany County,36.489356,-81.132299
NC,37007,1008534,Anson County,34.974996,-80.109959
NC,37009,1008535,Ashe County,36.443469,-81.499334
NC,37011,1008536,Avery County,36.07209,-81.920285
NC,37013,1026333,Beaufort County,35.482313,-76.842014
NC,37015,1026334,Bertie County,36.059043,-76.962364
NC,37017,1026336,Bladen County,34.591938,-78.539489
NC,37019,1026340,Brunswick County,34.038754,-78.227765
NC,37021,1008538,Buncombe County,35.609374,-82.530415
NC,37023,1008539,Burke County,35.746182,-81.70618
NC,37025,1008540,Cabarrus County,35.388369,-80.552694
NC,37027,1008541,Caldwell County,35.957915,-81.530002
NC,37029,1026335,Camden County,36.342344,-76.162488
NC,37031,1026337,Carteret County,34.858343,-76.53586
NC,37033,1008542,Caswell County,36.394298,-79.339609
NC,37035,1008543,Catawba County,35.661883,-81.214906
NC,37037,1008544,Chatham County,35.704994,-79.251454
NC,37039,1008545,Cherokee County,35.136232,-84.061309
NC,37041,1025822,Chowan County,36.128979,-76.602752
NC,37043,1008546,Clay County,35.052997,-83.752264
NC,37045,1008547,Cleveland County,35.33463,-81.557114
NC,37047,1026339,Columbus County,34.261602,-78.639308
NC,37049,1026123,Craven County,35.116829,-77.08132
NC,37051,1026124,Cumberland County,35.050192,-78.828719
NC,37053,1026125,Currituck County,36.372174,-75.941224
NC,37055,1026133,Dare County,35.606269,-75.767536
NC,37057,1008548,Davidson County,35.795131,-80.207107
NC,37059,1008549,Davie County,35.929355,-80.542552
NC,37061,1026132,Duplin County,34.934403,-77.933543
NC,37063,1008550,Durham County,36.033822,-78.87812
NC,37065,1008551,Edgecombe County,35.917051,-77.602662
NC,37067,1008552,Forsyth County,36.132466,-80.256961
NC,37069,1008553,Franklin County,36.088241,-78.28309
NC,37071,1008554,Gaston County,35.293344,-81.177256
NC,37073,1026126,Gates County,36.442135,-76.702355
NC,37075,1008555,Graham County,35.348364,-83.830915
NC,37077,1008556,Granville County,36.299884,-78.657634
NC,37079,1008557,Greene County,35.481959,-77.681688
NC,37081,1008558,Guilford County,36.079065,-79.788665
NC,37083,1008559,Halifax County,36.251438,-77.644842
NC,37085,1008560,Harnett County,35.368635,-78.87161
NC,37087,1008561,Haywood County,35.557099,-82.972823
NC,37089,1008562,Henderson County,35.336415,-82.479741
NC,37091,1026127,Hertford County,36.363517,-76.981616
NC,37093,1008563,Hoke County,35.017233,-79.241964
NC,37095,1008564,Hyde County,35.408157,-76.153687
NC,37097,1008565,Iredell County,35.806355,-80.874539
NC,37099,1008566,Jackson County,35.279929,-83.122478
NC,37101,1026327,Johnston County,35.5134,-78.367311
NC,37103,1026338,Jones County,35.032268,-77.356195
NC,37105,1008567,Lee County,35.476336,-79.172117
NC,37107,1008568,Lenoir County,35.240068,-77.63551
NC,37109,1008569,Lincoln County,35.488491,-81.226892
NC,37111,1025836,McDowell County,35.682232,-82.048029
NC,37113,1025833,Macon County,35.152959,-83.421901
NC,37115,1025834,Madison County,35.864078,-82.712731
NC,37117,1026328,Martin County,35.847301,-77.119602
NC,37119,1008570,Mecklenburg County,35.246862,-80.833832
NC,37121,1008571,Mitchell County,36.013102,-82.163554
NC,37123,1008572,Montgomery County,35.334415,-79.906602
NC,37125,1008573,Moore County,35.308272,-79.492725
NC,37127,1008574,Nash County,35.965945,-77.987555
NC,37129,1026329,New Hanover County,34.183442,-77.864209
NC,37131,1008575,Northampton County,36.421774,-77.398352
NC,37133,1026341,Onslow County,34.763109,-77.499469
NC,37135,1008576,Orange County,36.062526,-79.120034
NC,37137,1023355,Pamlico County,35.147575,-76.665268
NC,37139,1026330,Pasquotank County,36.265184,-76.260696
NC,37141,1026129,Pender County,34.512556,-77.888106
NC,37143,1025841,Perquimans County,36.180897,-76.403244
NC,37145,1008577,Person County,36.386336,-78.965644
NC,37147,1008578,Pitt County,35.592965,-77.373138
NC,37149,1008579,Polk County,35.277901,-82.167621
NC,37151,1008580,Randolph County,35.709915,-79.806215
NC,37153,1008581,Richmond County,35.004636,-79.755695
NC,37155,1026130,Robeson County,34.63921,-79.100881
NC,37157,1008582,Rockingham County,36.381806,-79.782754
NC,37159,1008583,Rowan County,35.641329,-80.521722
NC,37161,1008584,Rutherford County,35.402747,-81.919582
NC,37163,1026131,Sampson County,34.989298,-78.371174
NC,37165,1008585,Scotland County,34.840023,-79.477337
NC,37167,1025844,Stanly County,35.310449,-80.254374
NC,37169,1008586,Stokes County,36.393506,-80.266199
NC,37171,1008587,Surry County,36.415416,-80.686463
NC,37173,1008588,Swain County,35.568849,-83.465614
NC,37175,1008589,Transylvania County,35.210079,-82.816653
NC,37177,1026332,Tyrrell County,35.87042,-76.165345
NC,37179,1008590,Union County,34.991817,-80.530435
NC,37181,1008591,Vance County,36.365481,-78.405434
NC,37183,1008592,Wake County,35.789846,-78.650624
NC,37185,1008593,Warren County,36.398105,-78.099899
NC,37187,1026331,Washington County,35.844713,-76.572291
NC,37189,1008594,Watauga County,36.235368,-81.709888
NC,37191,1026128,Wayne County,35.35419,-78.00867
NC,37193,1008595,Wilkes County,36.208883,-81.166095
NC,37195,1008596,Wilson County,35.700357,-77.921598
NC,37197,1008597,Yadkin County,36.158765,-80.665164
NC,37199,1008598,Yancey County,35.889455,-82.304119
ND,38001,1034210,Adams County,46.096815,-102.533198
ND,38003,1034225,Barnes County,46.94255,-98.070195
ND,38005,1034216,Benson County,48.071743,-99.351152
ND,38007,1035616,Billings County,47.007044,-103.364016
ND,38009,1034227,Bottineau County,48.794412,-100.831257
ND,38011,1035619,Bowman County,46.110144,-103.505943
ND,38013,1034235,Burke County,48.786453,-102.520087
ND,38015,1035614,Burleigh County,46.971843,-100.462001
ND,38017,1034226,Cass County,46.927003,-97.252375
ND,38019,1035304,Cavalier County,48.768439,-98.46379
ND,38021,1035622,Dickey County,46.107756,-98.496518
ND,38023,1034234,Divide County,48.814754,-103.509326
ND,38025,1035623,Dunn County,47.354575,-102.612372
ND,38027,1034222,Eddy County,47.723436,-98.900474
ND,38029,1035615,Emmons County,46.284255,-100.237842
ND,38031,1034223,Foster County,47.471431,-98.872876
ND,38033,1035617,Golden Valley County,46.938924,-103.844612
ND,38035,1034218,Grand Forks County,47.926003,-97.450851
ND,38037,1035300,Grant County,46.357827,-101.639049
ND,38039,1034219,Griggs County,47.456334,-98.232286
ND,38041,1034209,Hettinger County,46.435704,-102.454238
ND,38043,1034206,Kidder County,46.938273,-99.731198
ND,38045,1035621,LaMoure County,46.464195,-98.526057
ND,38047,1035620,Logan County,46.469278,-99.504585
ND,38049,1035305,McHenry County,48.233842,-100.633267
ND,38051,1034211,McIntosh County,46.117034,-99.443041
ND,38053,1035299,McKenzie County,47.742475,-103.403215
ND,38055,1034232,McLean County,47.530459,-101.353087
ND,38057,1034233,Mercer County,47.307147,-101.833328
ND,38059,1034207,Morton County,46.710819,-101.298265
ND,38061,1035307,Mountrail County,48.210291,-102.364756
ND,38063,1034217,Nelson County,47.918667,-98.204428
ND,38065,1034205,Oliver County,47.118079,-101.33142
ND,38067,1034212,Pembina County,48.766896,-97.545405
ND,38069,1034230,Pierce County,48.238883,-99.966497
ND,38071,1034215,Ramsey County,48.266163,-98.739031
ND,38073,1035301,Ransom County,46.449276,-97.647554
ND,38075,1034229,Renville County,48.712781,-101.658152
ND,38077,1035302,Richland County,46.265219,-96.93796
ND,38079,1034228,Rolette County,48.768271,-99.840463
ND,38081,1035303,Sargent County,46.108206,-97.63003
ND,38083,1034203,Sheridan County,47.581359,-100.330986
ND,38085,1034208,Sioux County,46.110618,-101.061284
ND,38087,1035896,Slope County,46.445834,-103.462462
ND,38089,1035618,Stark County,46.817031,-102.662026
ND,38091,1034220,Steele County,47.451062,-97.71892
ND,38093,1034224,Stutsman County,46.972223,-98.956123
ND,38095,1034213,Towner County,48.682183,-99.248158
ND,38097,1034221,Traill County,47.446215,-97.164754
ND,38099,1034214,Walsh County,48.376979,-97.72223
ND,38101,1034231,Ward County,48.216686,-101.540537
ND,38103,1034204,Wells County,47.580881,-99.682254
ND,38105,1035306,Williams County,48.355765,-103.501333
OH,39001,1074014,Adams County,38.834468,-83.478082
OH,39003,1074015,Allen County,40.771627,-84.106103
OH,39005,1074016,Ashland County,40.843273,-82.270127
OH,39007,1074017,Ashtabula County,41.906637,-80.745592
OH,39009,1074018,Athens County,39.332604,-82.045844
OH,39011,1074019,Auglaize County,40.561309,-84.224018
OH,39013,1065575,Belmont County,40.017682,-80.967727
OH,39015,1074020,Brown County,38.931377,-83.866772
OH,39017,1074021,Butler County,39.439747,-84.565734
OH,39019,1074022,Carroll County,40.579884,-81.090787
OH,39021,1074023,Champaign County,40.132775,-83.767604
OH,39023,1074024,Clark County,39.917032,-83.783676
OH,39025,1074025,Clermont County,39.052084,-84.149614
OH,39027,1074026,Clinton County,39.429004,-83.795048
OH,39029,1074027,Columbiana County,40.770073,-80.778455
OH,39031,1074028,Coshocton County,40.29671,-81.930109
OH,39033,1074029,Crawford County,40.848524,-82.924783
OH,39035,1074030,Cuyahoga County,41.760392,-81.724217
OH,39037,1074031,Darke County,40.131542,-84.621248
